対象県（富山/石川/福井）,アンケート回答日,居住都道府県,性別,年代,職業,世帯年収,同伴者,宿泊数（全行程）,宿泊エリア（県外）,宿泊エリア（県内）,宿泊数（県内）,１泊目　宿泊先,１泊目　食事プラン,２泊目　宿泊先,２泊目　食事プラン,３泊目　宿泊先,３泊目　食事プラン,４泊目　宿泊先,４泊目　食事プラン,交通手段１（目的地まで）,自家用車,レンタカー,新幹線,在来線,飛行機,旅行会社ツアーバス,県外から訪れていない（福井県在住）,交通手段２（目的地から）,タクシー,路線バス,徒歩,レンタサイクル,交通の満足度,交通の満足度の理由,来県回数（観光）,エリアへの訪問回数,施設への訪問回数,目的,宿でのんびり過ごす,温泉や露天風呂,地元の美味しいものを食べる,花見や紅葉などの自然鑑賞,名所、旧跡の観光,テーマパーク（遊園地、動物園、博物館など）,買い物、アウトレット,お祭りやイベントへの参加・見物,スポーツ観戦や芸能鑑賞（コンサート等）,アウトドア（海水浴、釣り、登山など）,まちあるき、都市散策,各種体験（手作り、果物狩りなど）,スキー・スノボ、マリンスポーツ,その他スポーツ（ゴルフ、テニスなど）,ドライブ・ツーリング,友人・親戚を尋ねる,出張など仕事関係,その他の目的,情報源,Facebook,Google,Googleマップ,Instagram,TikTok,X（旧Twitter）,YouTube,SNS広告,ブログ,まとめサイト,インターネット・アプリ,デジタルニュース,宿泊予約Webサイト,宿泊施設,TV・ラジオ番組やCM,ラブライブのスタンプラリー,新聞・雑誌・ガイドブック,旅行会社,友人・知人,地元の人,観光パンフレット・ポスター,観光案内所,観光展・物産展,観光連盟やDMOのHP,その他,他を検討した？,どこと比較した？（県）,どこと比較した？（観光地）,交通費,飲食費,宿泊費,買い物費,施設orエリア消費総額,観光費,訪問場所,寿司,ます寿司,海の幸食べたか,海の幸感動,満足度（食べ物・料理）,満足度（宿泊施設）,満足度（買い物（工芸品・特産品など））,満足度（観光・体験）,満足度（旅行全体）,満足度（商品・サービス）,満足度理由(サービス),満足度理由,不便に感じたこと・困ったこと,最も幸せを感じた食べ物,最も幸せを感じた観光・体験,おすすめ度,再訪意向,自由意見,回答場所,個人情報保護の方針について,アンケート前に訪れた主な場所（施設やスポット名称、エリアなど）,上記名称リストにない場合について、具体的にお答えください。(前),アンケート後に訪れる予定の場所（施設やスポット名称、エリア）,上記名称リストにない場合について、具体的にお答えください。(後),会員ID,登録エリア,生まれ年,回答時の年齢,UA(UserAgent),回答月,回答エリア2,DMO,推奨項目
富山,2026/01/18 00:00:00,群馬県,女,40代,会社員,2: 300〜599万円,,4泊以上,福井県,,2泊,,食事なし（素泊まり）,,食事なし（素泊まり）,,,,,自家用車,1,0,0,0,0,0,0,自家用車,0,0,0,0,自家用車,,１０回目以上,,,"温泉や露天風呂, 地元の美味しいものを食べる, 花見や紅葉などの自然鑑賞, 名所、旧跡、寺社仏閣の観光, 買い物（アウトレットなど）, ドライブ・ツーリング",0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"YouTube, 口コミ（友人・恋人）",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ない,,,"10,000円以上 20,000円未満","10,000円以上 20,000円未満",使わない,,,"1,000円未満","雨晴海岸, 新湊大橋, 氷見道の駅",回転寿司店（地元）,食べていない,"ブリ, フクラギ（イナダ、ハマチ）, 甘エビ, 牡蠣",ブリ,3,3,3,3,4,,,,道の駅の水道が温水でないところがあった。,お寿司,,10,来年もまた行きたい,,高岡市,,,,,,,,,,,,,,
富山,2026/01/18 00:00:00,富山県,男,40代,会社員,3: 600〜1000万円,,日帰り,,,,,,,,,,,,富山県内在住,0,0,0,0,0,0,0,"自家用車, 在来線・私鉄・路面電車",0,0,0,0,3,,１０回目以上,,,"テーマパーク（遊園地、動物園、水族館など）, 買い物（アウトレットなど）",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"富山県観光公式サイト「とやま観光ナビ」, まとめサイト, 富山県観光公式のパンフレット, テレビ番組",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,ない,,,"10,000円以上 20,000円未満","3,000円以上 5,000円未満",使わない,,,"3,000円以上 5,000円未満",ほたるいかミュージアム,居酒屋・レストラン（チェーン店）,食べていない,食べていない,食べていない,3,3,3,3,3,,,,,,,8,富山県在住,,滑川市,,,,,,,,,,,,,,
富山,2026/01/18 00:00:00,富山県,男,60代,経営者・役員,5: 2000万円以上,,1泊,富山県以外には宿泊しない,,1泊,,夕・朝２食付き,,,,,,,県外から訪れていない（富山県在住）,0,0,0,0,0,0,0,"自家用車, 徒歩",0,0,1,0,自家用車を利用した,,１０回目以上,,,"宿でのんびり過ごす, 温泉や露天風呂, 地元の美味しいものを食べる, 名所、旧跡、寺社仏閣の観光",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"富山県観光公式サイト「とやま観光ナビ」, 富山県内市町村の観光公式サイト, 宿泊予約Webサイト, 富山県観光公式のパンフレット, 旅行ガイドブック",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,ない,,,"1,000円以上 3,000円未満","1,000円以上 3,000円未満","20,000円以上 30,000円未満",,,使わない,眼目山立山寺,食べていない,食べていない,"ブリ, シロエビ, ウマヅラハギ",ウマヅラハギ,4,4,3,4,4,,,宿と温泉が目的だったから。,なし,お刺身,立山寺,10,富山県在住,自然を活かした体験旅行がベスト,上市町,,,,,,,,,,,,,,
富山,2026/01/18 00:00:00,長野県,女,30代,公務員,4: 1000〜2000万円,,日帰り,,,,,,,,,,,,自家用車,1,0,0,0,0,0,0,自家用車,0,0,0,0,4,,１回目,,,買い物（工芸品・特産品など）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Instagram, テレビ・ラジオ",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ある,埼玉県,,"1,000円以上 3,000円未満","1,000円以上 3,000円未満",使わない,,,"1,000円未満",ほたるいかミュージアム,専門店,専門店,食べていない,食べていない,2,1,3,3,3,,,,,,,1,機会があれば行きたい,ぶりを食べたかったが、不漁だっま,氷見市,,,,,,,,,,,,,,
富山,2026/01/18 00:00:00,富山県,女,30代,会社員,2: 300〜599万円,,日帰り,,,,,,,,,,,,県外から訪れていない（富山県在住）,0,0,0,0,0,0,0,自家用車,0,0,0,0,3,,１回目,,,買い物（工芸品・特産品など）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Instagram, 富山県観光公式のパンフレット",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ない,,,"10,000円以上 20,000円未満","3,000円以上 5,000円未満",使わない,,,使わない,"岩瀬エリア, 富岩運河環水公園",食べていない,食べていない,食べていない,食べていない,4,3,3,3,4,,,,道路の白線が薄い上、街灯が反射材しかなく危なく怖い,,,8,富山県在住,,砺波市,,,,,,,,,,,,,,
富山,2026/01/18 00:00:00,宮城県,男,60代,会社員,1: 300万円未満,,日帰り,,,,,,,,,,,,自家用車,1,0,0,0,0,0,0,自家用車,0,0,0,0,4,,１０回目以上,,,"温泉や露天風呂, 名所、旧跡、寺社仏閣の観光, ドライブ・ツーリング, 出張など仕事関係",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"TikTok, 富山県観光公式サイト「とやま観光ナビ」, 富山県内市町村の観光公式サイト, 富山県観光公式のパンフレット, テレビ・ラジオ",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,ある,石川県,,"1,000円未満","1,000円以上 3,000円未満",使わない,,,使わない,"雨晴海岸, 高岡大仏",食べていない,食べていない,食べていない,食べていない,4,3,4,4,4,,,日帰り入浴を目的としたところとても満足した。,特になし,ブラックラーメン,雨晴海岸遊歩道散策及び景色の素晴らしさ,10,富山県在住,温泉施設が多くて、それぞれ素晴らしい。博物館等も多く充実している。また、食べ物や土産品等も多く食べたくなったり、お土産物が欲しくなったりします。道路事情も良く、アクセスが良い。,南砺市,,,,,,,,,,,,,,
富山,2026/01/18 00:00:00,富山県,女,60代,パート・アルバイト,6: 無回答,,1泊,福井県,,3泊,,朝食のみ,,,,,,,新幹線,0,0,1,0,0,0,0,"路線バス, 徒歩",0,1,1,0,5,,２回目,,,"宿でのんびり過ごす, 地元の美味しいものを食べる,",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"富山県観光公式サイト「とやま観光ナビ」, 口コミ（家族）",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,ない,,,"40,000円以上 50,000円未満","20,000円以上 30,000円未満","50,000円以上 100,000円未満",,,"3,000円以上 5,000円未満","国宝 高岡山瑞龍寺, 新湊大橋, 高岡大仏, 富山城",居酒屋・レストラン（地元）,回転寿司店（チェーン店）,"ウマヅラハギ, ゲンゲ","ウマヅラハギ, ゲンゲ",5,5,5,5,4,,,おいしい,バスが少ない,すし,富山城,7,機会があれば行きたい,SNSでの発信,富山市,,,,,,,,,,,,,,
富山,2026/01/18 00:00:00,東京都,女,50代,経営者・役員,4: 1000〜2000万円,,1泊,富山県以外には宿泊しない,,1泊,,夕・朝２食付き,,,,,,,新幹線,0,0,1,0,0,0,0,レンタカー,0,0,0,0,5,,４回目,,,宿でのんびり過ごす,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"宿泊予約Webサイト, 口コミ（家族）",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ない,,,"50,000円以上 100,000円未満","30,000円以上 40,000円未満","50,000円以上 100,000円未満",,,"10,000円以上 20,000円未満","海王丸パーク, ほたるいかミュージアム",専門店,食べていない,シロエビ,シロエビ,5,5,5,5,5,,,富山は食事も美味しくて何度も来て楽しんでます。,,,,10,来年もまた行きたい,しらえび丼,富山市,,,,,,,,,,,,,,
富山,2026/01/18 00:00:00,富山県,女,60代,専業主婦・主夫,1: 300万円未満,,1泊,富山県以外には宿泊しない,,富山県内には宿泊しない,,,,,,,,,県外から訪れていない（富山県在住）,0,0,0,0,0,0,0,"自家用車, 徒歩",0,0,1,0,自家用車で行ったため。,,６回目,,,"宿でのんびり過ごす, 温泉や露天風呂, 地元の美味しいものを食べる",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"宿泊予約Webサイト, 富山県観光公式のパンフレット, 旅行ガイドブック",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,ない,,,"40,000円以上 50,000円未満","3,000円以上 5,000円未満","20,000円以上 30,000円未満",,,使わない,"岩瀬エリア, 富山市ガラス美術館",持ち帰り（道の駅・スーパーなど）,食べていない,食べていない,食べていない,4,4,4,3,4,,,温泉に入り、ゆっくり過ごせました,,宿泊施設でのお食事,,8,富山県在住,,上市町,,,,,,,,,,,,,,
富山,2026/01/18 00:00:00,千葉県,女,50代,会社員,2: 300〜599万円,,1泊,富山県以外には宿泊しない,,1泊,,夕・朝２食付き,,,,,,,飛行機,0,0,0,0,1,0,0,"在来線・私鉄・路面電車, 徒歩",0,0,1,0,3,,１回目,,,地元の美味しいものを食べる,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"YOUTUBE, 口コミ（友人・恋人）",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ない,,,"1,000円以上 3,000円未満","10,000円以上 20,000円未満","10,000円以上 20,000円未満",,,"1,000円未満",富山城,食べていない,食べていない,"ブリ, フクラギ（イナダ、ハマチ）, ホタルイカ, ウマヅラハギ",どれにも感動していない,4,4,3,3,4,,,肉も魚も食べられたから。,電車の本数が少い。,氷見牛のステーキ。,氷見漁港,7,機会があれば行きたい,美味しい魚介類。,氷見市,,,,,,,,,,,,,,
富山,2026/01/18 00:00:00,石川県,女,50代,パート・アルバイト,3: 600〜1000万円,,1泊,富山県以外には宿泊しない,,1泊,,夕・朝２食付き,,,,,,,自家用車,1,0,0,0,0,0,0,自家用車,0,0,0,0,4,,５回目,,,宿でのんびり過ごす,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SNS広告, 口コミ（家族）",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ない,,,使わない,使わない,"40,000円以上 50,000円未満",,,"3,000円以上 5,000円未満",新湊きっときと市場,食べていない,食べていない,"ブリ, フクラギ（イナダ、ハマチ）, 甘エビ",ブリ,5,5,3,3,4,,,食事が美味しい,,すき焼き,,2,来年もまた行きたい,,高岡市,,,,,,,,,,,,,,
富山,2026/01/18 00:00:00,富山県,女,50代,パート・アルバイト,1: 300万円未満,,1泊,福井県,,1泊,,夕・朝２食付き,,,,,,,自家用車,1,0,0,0,0,0,0,自家用車,0,0,0,0,自家用車,,２回目,,,"宿でのんびり過ごす, 地元の美味しいものを食べる",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Instagram, 宿泊予約Webサイト, 口コミ（家族）",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ない,,,"1,000円以上 3,000円未満","3,000円以上 5,000円未満","30,000円以上 40,000円未満",,,"1,000円以上 3,000円未満","雨晴海岸, 海王丸パーク, 新湊大橋",食べていない,食べていない,"ブリ, 紅ズワイガニ, シロエビ, 牡蠣",ブリ,4,5,3,3,5,,,家族でのんびりできたから,,,鍾乳洞の小ささが楽しかった,10,富山県在住,魚、温泉、富山は良い所たくさん,氷見市,,,,,,,,,,,,,,
富山,2026/01/18 00:00:00,富山県,男,50代,会社員,3: 600〜1000万円,,1泊,長野県,,1泊,,夕・朝２食付き,,,,,,,県外から訪れていない（富山県在住）,0,0,0,0,0,0,0,自家用車,0,0,0,0,5,,３回目,,,"温泉や露天風呂, お祭りやイベントへの参加・見物",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"宿泊施設のウェブサイト, 口コミ（同僚・同級生）",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ない,,,"1,000円以上 3,000円未満","5,000円以上 10,000円未満","5,000円以上 10,000円未満",,,"1,000円以上 3,000円未満","宇奈月温泉, ヒスイパーク",食べていない,食べていない,食べていない,食べていない,5,3,4,4,4,,,スムーズだった,なし,野菜,ヒスイ海岸,10,富山県在住,,朝日町,,,,,,,,,,,,,,
富山,2026/01/18 00:00:00,東京都,男,50代,会社員,3: 600〜1000万円,,1泊,富山県以外には宿泊しない,,1泊,,夕・朝２食付き,,,,,,,飛行機,0,0,0,0,1,0,0,在来線・私鉄・路面電車,0,0,0,0,3,,１回目,,,地元の美味しいものを食べる,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"YOUTUBE, なし",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ない,,,"3,000円以上 5,000円未満","20,000円以上 30,000円未満","10,000円以上 20,000円未満",,,"1,000円未満",なし,専門店,食べていない,"ブリ, フクラギ（イナダ、ハマチ）, ウマヅラハギ",どれにも感動していない,3,3,3,4,4,,,初めてだったので,電車が混んでいる,特になし,特になし,7,来年もまた行きたい,寒ブリを食べたかったです,氷見市,,,,,,,,,,,,,,
富山,2026/01/18 00:00:00,富山県,女,10歳未満,公務員,3: 600〜1000万円,,1泊,富山県以外には宿泊しない,,1泊,,夕・朝２食付き,,,,,,,自家用車,1,0,0,0,0,0,0,自家用車,0,0,0,0,4,,１０回目以上,,,"宿でのんびり過ごす, 地元の美味しいものを食べる",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"富山県観光公式サイト「とやま観光ナビ」, 富山県観光公式のパンフレット",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,ない,,,"1,000円以上 3,000円未満","10,000円以上 20,000円未満","20,000円以上 30,000円未満",,,"1,000円以上 3,000円未満",国宝 高岡山瑞龍寺,回転寿司店（地元）,食べていない,"ブリ, 紅ズワイガニ",紅ズワイガニ,5,5,5,5,5,,,,,,,10,富山県在住,,高岡市,,,,,,,,,,,,,,
富山,2026/01/18 00:00:00,富山県,男,60代,教育機関職員,3: 600〜1000万円,,日帰り,,,,,,,,,,,,自家用車,1,0,0,0,0,0,0,"自家用車, 徒歩",0,0,1,0,3,,１０回目以上,,,"温泉や露天風呂, 地元の美味しいものを食べる",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"宿泊施設のウェブサイト, 口コミ（友人・恋人）, 口コミ（家族）",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,ない,,,"3,000円以上 5,000円未満","5,000円以上 10,000円未満","5,000円以上 10,000円未満",,,"3,000円以上 5,000円未満","雨晴海岸, 五箇山, 高岡大仏",食べていない,食べていない,"ブリ, フクラギ（イナダ、ハマチ）, シロエビ, 甘エビ, ウマヅラハギ, 牡蠣","フクラギ（イナダ、ハマチ）, シロエビ",4,4,4,4,4,,,気持ちよく過ごせたから,特になし。,お造り,温泉,10,富山県在住,質は絶対に落とさないようにしてほしい。,氷見市,,,,,,,,,,,,,,
富山,2026/01/18 00:00:00,愛知県,男,40代,公務員,3: 600〜1000万円,,1泊,富山県以外には宿泊しない,,富山県内には宿泊しない,,,,,,,,,"新幹線, 在来線",0,0,1,1,0,0,0,"在来線・私鉄・路面電車, 路線バス",0,1,0,0,3,,２回目,,,"宿でのんびり過ごす, 温泉や露天風呂, 地元の美味しいものを食べる, ドライブ・ツーリング",1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"富山県観光公式サイト「とやま観光ナビ」, 富山県観光公式のパンフレット, テレビ・ラジオ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,ない,,,"20,000円以上 30,000円未満","5,000円以上 10,000円未満","10,000円以上 20,000円未満",,,"3,000円以上 5,000円未満","新湊きっときと市場, ひみ番屋街",食べていない,食べていない,"ブリ, 紅ズワイガニ","ブリ, 紅ズワイガニ",4,4,3,4,4,,,,新高岡↔︎高岡のアクセス,紅ズワイガニ,氷見,10,機会があれば行きたい,,氷見市,,,,,,,,,,,,,,
富山,2026/01/18 00:00:00,愛知県,女,50代,会社員,3: 600〜1000万円,,1泊,富山県以外には宿泊しない,,1泊,,夕・朝２食付き,,,,,,,"新幹線, 在来線",0,0,1,1,0,0,0,"在来線・私鉄・路面電車, 路線バス",0,1,0,0,3,,２回目,,,"温泉や露天風呂, 地元の美味しいものを食べる",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"富山県観光公式サイト「とやま観光ナビ」, 富山県内市町村の観光公式サイト, 個人のブログ, テレビ番組, 旅行ガイドブック",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,ない,,,"3,000円以上 5,000円未満","10,000円以上 20,000円未満","10,000円以上 20,000円未満",,,"3,000円以上 5,000円未満","雨晴海岸, 新湊大橋, 新湊きっときと市場, 氷見番屋街",食べていない,食べていない,"ブリ, フクラギ（イナダ、ハマチ）, 紅ズワイガニ, ホタルイカ","ブリ, 紅ズワイガニ, ホタルイカ",5,5,5,5,4,,,温泉も魚介も満足,車の方がやっぱり便利だなと再認識,かに,かに市場の昼セリ,10,機会があれば行きたい,温泉も食も自然も地域によって違うので色々行きたい,氷見市,,,,,,,,,,,,,,
富山,2026/01/18 00:00:00,富山県,男,40代,会社員,6: 無回答,,1泊,石川県,,1泊,,夕・朝２食付き,,,,,,,自家用車,1,0,0,0,0,0,0,自家用車,0,0,0,0,4,,３回目,,,"宿でのんびり過ごす, 温泉や露天風呂, 地元の美味しいものを食べる",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"宿泊施設のウェブサイト, 口コミ（家族）",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ない,,,"50,000円以上 100,000円未満","1,000円以上 3,000円未満","50,000円以上 100,000円未満",,,使わない,"富山市ガラス美術館, 富岩運河環水公園",食べていない,食べていない,"ブリ, 紅ズワイガニ, 甘エビ",甘エビ,5,5,3,3,4,,,魚が新鮮,,貝類,氷見,7,機会があれば行きたい,そばがまずい。,富山市,,,,,,,,,,,,,,
富山,2026/01/18 00:00:00,東京都,女,50代,会社員,3: 600〜1000万円,,2泊,石川県,,富山県内には宿泊しない,,,,,,,,,自家用車,1,0,0,0,0,0,0,自家用車,0,0,0,0,3,,２回目,,,"温泉や露天風呂, 地元の美味しいものを食べる, テーマパーク（遊園地、動物園、水族館など）",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"まとめサイト, 富山県観光公式のパンフレット, 道の駅にあったチラシ",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ある,山形県,,"5,000円以上 10,000円未満","1,000円以上 3,000円未満",使わない,,,"5,000円以上 10,000円未満","宇奈月温泉, 黒部峡谷鉄道",食べていない,食べていない,"紅ズワイガニ, ホタルイカ",ホタルイカ,4,3,3,4,4,,,もつとすごい雪景色を期待してたから少なくて残念,,,,6,機会があれば行きたい,,高岡市,,,,,,,,,,,,,,
富山,2026/01/18 00:00:00,兵庫県,女,40代,会社員,3: 600〜1000万円,,1泊,富山県以外には宿泊しない,,1泊,,朝食のみ,,,,,,,新幹線,0,0,1,0,0,0,0,在来線・私鉄・路面電車,0,0,0,0,4,,１回目,,,"地元の美味しいものを食べる, 花見や紅葉などの自然鑑賞",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Instagram, 富山県観光公式サイト「とやま観光ナビ」, 口コミ（家族）",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,ない,,,"1,000円未満","5,000円以上 10,000円未満","5,000円以上 10,000円未満",,,"1,000円以上 3,000円未満","富山県美術館, 富山市ガラス美術館",回転寿司店（地元）,駅（売店・自販機など）,"フクラギ（イナダ、ハマチ）, シロエビ, ホタルイカ","シロエビ, ホタルイカ",4,5,4,4,4,,,,,,,8,機会があれば行きたい,,富山市,,,,,,,,,,,,,,
富山,2026/01/18 00:00:00,茨城県,女,70代,無職,2: 300〜599万円,,2泊,富山県以外には宿泊しない,,2泊,,朝食のみ,,夕・朝２食付き,,,,,新幹線,0,0,1,0,0,0,0,旅行会社ツアーバス,0,0,0,0,4,,２回目,,,"温泉や露天風呂, 地元の美味しいものを食べる, 名所、旧跡、寺社仏閣の観光, 買い物（工芸品・特産品など）",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"旅行会社の案内, 旅行会社のパンフレット",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,ない,,,"100,000円以上 ","5,000円以上 10,000円未満","30,000円以上 40,000円未満",,,"3,000円以上 5,000円未満","雨晴海岸, 五箇山, 富山市ガラス美術館",専門店,食べていない,"シロエビ, 甘エビ, ホタルイカ",シロエビ,4,4,3,3,4,,,,,,,7,機会があれば行きたい,,砺波市,,,,,,,,,,,,,,
富山,2026/01/18 00:00:00,京都府,女,60代,パート・アルバイト,1: 300万円未満,,2泊,富山県以外には宿泊しない,,2泊,,朝食のみ,,朝食のみ,,,,,新幹線,0,0,1,0,0,0,0,"タクシー, 在来線・私鉄・路面電車",1,0,0,0,3,,３回目,,,葬儀,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"宿泊施設のウェブサイト, 口コミ（友人・恋人）, 口コミ（家族）",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,ない,,,"5,000円以上 10,000円未満","5,000円以上 10,000円未満","10,000円以上 20,000円未満",,,使わない,越中八尾,専門店,専門店,"ブリ, フクラギ（イナダ、ハマチ）, 甘エビ, ホタルイカ, バイガイ","ブリ, 甘エビ, バイガイ",4,5,4,4,4,,,ホテルが良かった,越中八尾のタクシーが少ない,ホテルの朝食バイキング,,9,来年もまた行きたい,,富山市,,,,,,,,,,,,,,
富山,2026/01/18 00:00:00,埼玉県,女,50代,パート・アルバイト,1: 300万円未満,,2泊,富山県以外には宿泊しない,,2泊,,食事なし（素泊まり）,,,,,,,"新幹線, 在来線",0,0,1,1,0,0,0,"在来線・私鉄・路面電車, 路線バス",0,1,0,0,3,,１回目,,,"名所、旧跡、寺社仏閣の観光, 文化施設の見学・体験（美術館・博物館など）",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"X（旧Twitter）, Instagram, 富山県観光公式サイト「とやま観光ナビ」, 口コミ（家族）",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,ない,,,"30,000円以上 40,000円未満","30,000円以上 40,000円未満","10,000円以上 20,000円未満",,,"10,000円以上 20,000円未満","雨晴海岸, 新湊きっときと市場, 富山県美術館, 富山市ガラス美術館",回転寿司店（地元）,居酒屋・レストラン（地元）,"ブリ, 紅ズワイガニ, 甘エビ, ホタルイカ, バイガイ","ブリ, 紅ズワイガニ, シロエビ, バイガイ",5,4,4,4,4,,,家族と楽しめます,なし,鰤,雨晴海岸,2,どちらともいえない,もう少し歴史的な文化を、紹介してほしい,富山市,,,,,,,,,,,,,,
富山,2026/01/18 00:00:00,埼玉県,女,60代,会社員,4: 1000〜2000万円,,2泊,富山県以外には宿泊しない,,2泊,,朝食のみ,,朝食のみ,,,,,自家用車,1,0,0,0,0,0,0,自家用車,0,0,0,0,5,,１回目,,,"地元の美味しいものを食べる, 名所、旧跡、寺社仏閣の観光, 工場の見学・体験, 文化施設の見学・体験（美術館・博物館など）, 買い物（工芸品・特産品など）, まちあるき、都市散策各種体験（手作り、果物狩りなど）",0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,"富山県観光公式サイト「とやま観光ナビ」, 口コミ（家族）, 観光展・物産展, 富山県観光公式のパンフレット",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,ある,"岡山県, 沖縄県",,"100,000円以上 ","10,000円以上 20,000円未満","10,000円以上 20,000円未満",,,"5,000円以上 10,000円未満","五箇山, 富山市ガラス美術館, 富山城",専門店,食べていない,"紅ズワイガニ, シロエビ, ホタルイカ","紅ズワイガニ, シロエビ, ホタルイカ",5,5,5,5,5,,,とても富山県が、好きになりました。5月の連休に立山アルペンルートに行く計画を立てました,特にありませんでした。,カニ,五箇山,10,来年もまた行きたい,体験施設が増えるとうれしいです,富山市,,,,,,,,,,,,,,
富山,2026/01/18 00:00:00,石川県,男,40代,自営業,5: 2000万円以上,,1泊,自宅,,1泊,,夕・朝２食付き,,,,,,,自家用車,1,0,0,0,0,0,0,自家用車,0,0,0,0,4,,１０回目以上,,,"宿でのんびり過ごす, 地元の美味しいものを食べる, スキー・スノボ・マリンスポーツ",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"宿泊予約Webサイト, 宿泊予約サイト",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ない,,,"3,000円以上 5,000円未満","3,000円以上 5,000円未満","30,000円以上 40,000円未満",,,使わない,ない,食べていない,食べていない,"ブリ, 紅ズワイガニ, シロエビ, 甘エビ","ブリ, 紅ズワイガニ, シロエビ",4,5,4,4,4,,,,,,,10,機会があれば行きたい,,砺波市,,,,,,,,,,,,,,
